iter	Passed	Remaining
1675	10592	2047
1676	10598	2041
1677	10605	2035
1678	10611	2028
1679	10616	2022
1680	10625	2016
1681	10630	2009
1682	10636	2003
1683	10642	1996
1684	10646	1990
1685	10653	1984
1686	10658	1977
1687	10663	1970
1688	10669	1964
1689	10674	1958
1690	10679	1951
1691	10685	1945
1692	10691	1938
1693	10696	1932
1694	10703	1926
1695	10709	1919
1696	10714	1913
1697	10720	1906
1698	10725	1900
1699	10730	1893
1700	10738	1887
1701	10743	1881
1702	10750	1874
1703	10756	1868
1704	10761	1861
1705	10768	1855
1706	10773	1849
1707	10778	1842
1708	10787	1836
1709	10792	1830
1710	10799	1824
1711	10806	1817
1712	10813	1811
1713	10822	1805
1714	10827	1799
1715	10836	1793
1716	10842	1787
1717	10850	1781
1718	10858	1774
1719	10867	1769
1720	10874	1762
1721	10878	1756
1722	10886	1750
1723	10892	1743
1724	10902	1738
1725	10908	1731
1726	10916	1725
1727	10920	1719
1728	10926	1712
1729	10935	1706
1730	10941	1700
1731	10948	1694
1732	10954	1687
1733	10959	1681
1734	10967	1675
1735	10972	1668
1736	10976	1661
1737	10983	1655
1738	10988	1649
1739	10995	1642
1740	11001	1636
1741	11006	1630
1742	11014	1624
1743	11020	1617
1744	11029	1611
1745	11035	1605
1746	11041	1598
1747	11048	1592
1748	11054	1586
1749	11063	1580
1750	11069	1574
1751	11078	1568
1752	11083	1561
1753	11088	1555
1754	11098	1549
1755	11106	1543
1756	11113	1536
1757	11118	1530
1758	11124	1524
1759	11132	1518
1760	11136	1511
1761	11143	1505
1762	11149	1498
1763	11153	1492
1764	11160	1485
1765	11166	1479
1766	11171	1473
1767	11181	1467
1768	11186	1460
1769	11193	1454
1770	11199	1448
1771	11205	1441
1772	11214	1435
1773	11218	1429
1774	11224	1422
1775	11230	1416
1776	11235	1409
1777	11241	1403
1778	11247	1397
1779	11253	1390
1780	11260	1384
1781	11265	1378
1782	11270	1371
1783	11278	1365
1784	11283	1359
1785	11290	1352
1786	11296	1346
1787	11300	1339
1788	11309	1333
1789	11314	1327
1790	11321	1321
1791	11327	1314
1792	11331	1308
1793	11336	1301
1794	11342	1295
1795	11347	1288
1796	11353	1282
1797	11359	1276
1798	11364	1269
1799	11370	1263
1800	11375	1256
1801	11379	1250
1802	11385	1244
1803	11392	1237
1804	11397	1231
1805	11404	1225
1806	11409	1218
1807	11413	1212
1808	11421	1205
1809	11425	1199
1810	11430	1192
1811	11436	1186
1812	11442	1180
1813	11447	1173
1814	11454	1167
1815	11457	1160
1816	11462	1154
1817	11469	1148
1818	11475	1141
1819	11480	1135
1820	11488	1129
1821	11493	1122
1822	11500	1116
1823	11505	1110
1824	11510	1103
1825	11515	1097
1826	11522	1091
1827	11527	1084
1828	11532	1078
1829	11539	1071
1830	11545	1065
1831	11552	1059
1832	11557	1052
1833	11562	1046
1834	11570	1040
1835	11575	1033
1836	11581	1027
1837	11587	1021
1838	11592	1014
1839	11597	1008
1840	11604	1002
1841	11608	995
1842	11616	989
1843	11622	983
1844	11626	976
1845	11633	970
1846	11638	964
1847	11644	957
1848	11652	951
1849	11657	945
1850	11664	938
1851	11670	932
1852	11675	926
1853	11682	919
1854	11687	913
1855	11691	907
1856	11698	900
1857	11703	894
1858	11708	888
1859	11715	881
1860	11720	875
1861	11725	869
1862	11733	862
1863	11737	856
1864	11742	850
1865	11750	843
1866	11755	837
1867	11761	831
1868	11768	824
1869	11773	818
1870	11780	812
1871	11785	805
1872	11791	799
1873	11797	793
1874	11802	786
1875	11809	780
1876	11816	774
1877	11821	767
1878	11827	761
1879	11834	755
1880	11839	748
1881	11845	742
1882	11851	736
1883	11860	730
1884	11866	723
1885	11871	717
1886	11879	711
1887	11884	704
1888	11888	698
1889	11896	692
1890	11901	686
1891	11906	679
1892	11913	673
1893	11918	667
1894	11926	660
1895	11931	654
1896	11936	648
1897	11945	641
1898	11949	635
1899	11954	629
1900	11961	622
1901	11967	616
1902	11975	610
1903	11981	604
1904	11986	597
1905	11993	591
1906	11998	585
1907	12006	578
1908	12012	572
1909	12017	566
1910	12025	560
1911	12031	553
1912	12037	547
1913	12045	541
1914	12049	534
1915	12056	528
1916	12061	522
1917	12066	515
1918	12074	509
1919	12079	503
1920	12084	496
1921	12091	490
1922	12095	484
1923	12101	478
1924	12108	471
1925	12113	465
1926	12120	459
1927	12125	452
1928	12129	446
1929	12135	440
1930	12139	433
1931	12144	427
1932	12151	421
1933	12156	414
1934	12162	408
1935	12169	402
1936	12174	395
1937	12178	389
1938	12183	383
1939	12189	377
1940	12194	370
1941	12198	364
1942	12205	358
1943	12209	351
1944	12216	345
1945	12222	339
1946	12227	332
1947	12234	326
1948	12239	320
1949	12246	314
1950	12252	307
1951	12257	301
1952	12262	295
1953	12270	288
1954	12274	282
1955	12279	276
1956	12285	269
1957	12289	263
1958	12294	257
1959	12300	251
1960	12305	244
1961	12310	238
1962	12315	232
1963	12320	225
1964	12324	219
1965	12330	213
1966	12335	206
1967	12340	200
1968	12345	194
1969	12351	188
1970	12355	181
1971	12360	175
1972	12366	169
1973	12370	162
1974	12376	156
1975	12383	150
1976	12387	144
1977	12391	137
1978	12398	131
1979	12403	125
1980	12408	119
1981	12415	112
1982	12419	106
1983	12424	100
1984	12430	93
1985	12435	87
1986	12440	81
1987	12446	75
1988	12451	68
1989	12456	62
1990	12461	56
1991	12466	50
1992	12471	43
1993	12476	37
1994	12482	31
1995	12487	25
1996	12492	18
1997	12498	12
1998	12503	6
1999	12508	0
